PNAME,POS,TEAM,YEAR,TYPE,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Walter Herrmann Heinrich,PF,det,2008,33,0.9,2.4,39.5,0.3,1.1,23.5,0.3,0.4,83.3,0.7,1.3,52.4,1.026,0.45
Primoz Brezec,C,det,2008,33,0.6,0.8,75,0,0,0,0.5,1.1,45.5,0.6,0.8,75,2.125,0.75
Chauncey Billups,PG,det,2008,34,5.4,12.1,44.4,1.7,4.2,41.3,4.8,5.2,92.1,3.6,7.9,46.1,1.424,0.52
Richard Hamilton,SG,det,2008,34,6.8,14.8,46.1,0.7,1.9,37.3,2.8,3.3,83.8,6.1,12.9,47.5,1.16,0.49
Rasheed Wallace,PF,det,2008,34,5.4,12.3,43.8,1.7,4.4,38,1.9,2.5,77.3,3.7,7.9,46.9,1.167,0.51
Tayshaun Prince,SF,det,2008,34,5.3,11.9,44.6,0.5,1.7,28.2,2.5,3.2,78,4.8,10.1,47.4,1.144,0.47
Ronald Murray,SG,det,2008,34,3.6,8.3,44,0.4,1.5,25,1.1,2.1,52.2,3.3,6.8,48,1.055,0.46
Juan Dixon,SG,det,2008,34,3.5,6.9,50.9,1,2,50,0.4,0.4,100,2.5,4.9,51.3,1.218,0.58
Antonio McDyess,PF,det,2008,34,3.4,7.5,45.3,0,0.1,0,1.3,2,63.5,3.4,7.5,45.7,1.076,0.45
Rodney Stuckey,PG,det,2008,34,2.7,6.7,39.6,0.1,0.4,20,2.1,2.5,82.4,2.6,6.4,40.7,1.11,0.4
Jason Maxiell,PF,det,2008,34,2.4,4.6,51.3,0,0,0,2.1,3.3,65.7,2.4,4.6,51.3,1.492,0.51
Jarvis Hayes,SF,det,2008,34,2.6,6.1,41.8,0.9,2.5,36.3,0.5,0.7,70,1.7,3.6,45.6,1.068,0.49
Walter Herrmann Heinrich,PF,det,2008,34,1.3,3.4,39,0.6,1.8,33.3,0.6,0.8,77.8,0.8,1.7,45,1.122,0.48
Arron Afflalo,G,det,2008,34,1.1,2.9,39.2,0.1,0.7,17.4,0.8,0.9,87.9,1,2.3,45.6,1.108,0.41
Amir Johnson,F,det,2008,34,1.3,2.3,55.7,0,0,0,0.6,1,59.3,1.3,2.3,55.7,1.377,0.56
Theo Ratliff,C,det,2008,34,0.9,2.1,40,0,0,0,0.7,1.1,62.5,0.9,2.1,40,1.133,0.4
Lindsey Hunter,SG,det,2008,34,0.8,2.4,34.6,0.5,0.7,62.5,0.3,0.3,100,0.4,1.6,22.2,1,0.44
Nazr Mohammed,C,det,2008,34,1,1.9,52.2,0,0,0,0.3,0.8,30,1,1.9,52.2,1.174,0.52
Cheikh Samb,C,det,2008,34,0.8,1,75,0,0,0,0.3,0.5,50,0.8,1,75,1.75,0.75
Primoz Brezec,C,det,2008,34,0.6,0.7,80,0,0,0,0.3,0.4,66.7,0.6,0.7,80,2,0.8
Ronald Dupree,SF,det,2008,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Iverson,SG,det,2009,33,6.2,14.4,42.9,0.3,1.2,23.5,4.7,6,78.1,5.9,13.2,44.7,1.206,0.44
Richard Hamilton,SG,det,2009,33,6.4,14.7,43.9,0.8,2.6,30,3.1,3.8,82,5.7,12.1,46.8,1.142,0.46
Tayshaun Prince,SF,det,2009,33,5.6,12,46.5,0.7,1.7,41.2,2.6,3.2,82.3,4.9,10.3,47.4,1.206,0.49
Rodney Stuckey,PG,det,2009,33,5.3,11.5,46.1,0.3,0.9,27.8,2.8,3.7,77.4,5.1,10.6,47.6,1.189,0.47
Chauncey Billups,PG,det,2009,33,3.5,10.5,33.3,1,3.5,28.6,4.5,5,90,2.5,7,35.7,1.19,0.38
Rasheed Wallace,PF,det,2009,33,4.3,10.6,40.3,1.5,4.6,32.5,0.9,1.1,76.3,2.8,6,46.3,1.028,0.47
Antonio McDyess,PF,det,2009,33,4.5,8.7,52.2,0,0,0,1.3,1.8,69.5,4.5,8.7,52.2,1.191,0.52
Will Bynum,PG,det,2009,33,3,6.4,47.8,0.1,0.4,27.3,2,2.4,83.3,2.9,5.9,49.3,1.289,0.49
Jason Maxiell,PF,det,2009,33,2.4,4.2,56.9,0,0,0,0.8,1.7,47.1,2.4,4.2,57.2,1.328,0.57
Arron Afflalo,G,det,2009,33,1.6,3.8,42,0.6,1.4,40.8,0.7,0.9,81.3,1.1,2.5,42.7,1.174,0.49
Kwame Brown,C,det,2009,33,1.6,2.5,63.8,0,0,0,1.1,2.3,50,1.6,2.5,63.8,1.739,0.64
Amir Johnson,F,det,2009,33,1.7,3.1,56.1,0,0,0,0.4,0.5,81.3,1.7,3.1,56.1,1.255,0.56
Walter Herrmann Heinrich,PF,det,2009,33,1.4,3.3,41.5,0.8,2,39.2,0.3,0.5,58.3,0.6,1.2,45.2,1.159,0.54
Alex Acker,G,det,2009,33,0.5,1,50,0,0,0,0,0,0,0.5,1,50,1,0.5
Walter Sharpe,PF,det,2009,33,0.4,1.4,28.6,0,0.2,0,0,0.4,0,0.4,1.2,33.3,0.571,0.29
Richard Hamilton,SG,det,2009,34,7.5,16.6,45.5,1.3,3.1,43,3.6,4.1,87.7,6.2,13.4,46,1.206,0.5
Allen Iverson,SG,det,2009,34,6,15,40.2,0.7,2.2,31.6,4.7,5.9,79.1,5.3,12.8,41.6,1.159,0.42
Tayshaun Prince,SF,det,2009,34,5.6,12.9,43.6,0.7,1.8,38.4,2,2.8,72.6,5,11.1,44.4,1.079,0.46
Rasheed Wallace,PF,det,2009,34,4.9,11.3,43.6,1.9,5.1,38.3,1.5,2,77.8,3,6.2,48,1.181,0.52
Rodney Stuckey,PG,det,2009,34,4.8,11.6,41.7,0.3,1.1,31,3.1,3.7,83.3,4.5,10.5,42.8,1.128,0.43
Antonio McDyess,PF,det,2009,34,4.1,8.2,49.8,0,0,0,0.6,0.9,70.4,4.1,8.2,49.8,1.073,0.5
Will Bynum,PG,det,2009,34,2.5,5.7,43.7,0,0.3,0,1.4,1.8,76.3,2.5,5.5,45.7,1.12,0.44
Jason Maxiell,PF,det,2009,34,2.3,3.9,58.2,0,0,0,1.4,2.4,58,2.3,3.9,58.2,1.514,0.58
Arron Afflalo,G,det,2009,34,1.9,4.3,45.1,0.6,1.5,39.7,0.8,1,82.1,1.3,2.7,48.1,1.241,0.52
Kwame Brown,C,det,2009,34,1.5,3.3,46,0,0,0,1,1.9,53.4,1.5,3.3,46,1.23,0.46
Walter Herrmann Heinrich,PF,det,2009,34,1.4,3.7,38.4,0.6,2,30.4,0.4,0.4,92.3,0.8,1.6,48.2,1.032,0.47
Amir Johnson,F,det,2009,34,1.4,2.2,64.6,0,0,0,0.3,0.6,52.6,1.4,2.2,64.6,1.446,0.65
Alex Acker,G,det,2009,34,0.6,1.8,33.3,0,0.8,0,0.2,0.4,50,0.6,1,60,0.778,0.33
Walter Sharpe,PF,det,2009,34,0.7,1.3,50,0,0.3,0,0,0,0,0.7,1,66.7,1,0.5
Richard Hamilton,SG,det,2010,33,6.1,16,37.9,0.7,2.9,24.3,5.2,5.8,89.9,5.4,13.1,41,1.127,0.4
Rodney Stuckey,PG,det,2010,33,5.8,14.2,40.8,0.3,1,26.3,4.6,5.4,85.4,5.5,13.1,42,1.158,0.42
Ben Gordon,SG,det,2010,33,4.4,10.9,40.5,1,3.5,27.7,3.3,3.8,86.4,3.4,7.4,46.5,1.199,0.45
Tayshaun Prince,SF,det,2010,33,5.4,11,49.4,0.6,1.4,45.5,1.3,1.8,68.2,4.8,9.6,50,1.16,0.52
Charlie Villanueva,PF,det,2010,33,4.8,11.2,42.9,1.2,3.9,29.6,1.6,1.9,82.7,3.6,7.3,50,1.103,0.48
Will Bynum,PG,det,2010,33,4,9.5,42.6,0.2,1,18.5,2.6,3.3,80.4,3.9,8.5,45.4,1.151,0.44
Jonas Jerebko,F,det,2010,33,4,8.1,49.2,0.5,1.6,32.8,1.9,2.6,74.5,3.5,6.5,53.3,1.285,0.52
Jason Maxiell,PF,det,2010,33,2.5,4.9,50.5,0,0,0,1.1,1.9,56.8,2.5,4.9,50.5,1.237,0.51
Ben Wallace,PF,det,2010,33,2.3,4.4,52.9,0,0,0,1.1,2.7,42.6,2.3,4.4,52.9,1.316,0.53
Austin Daye,SF,det,2010,33,2.3,4.7,47.6,0.5,1.4,32,0.6,0.7,84.6,1.8,3.3,54.3,1.181,0.52
Chris Wilcox,PF,det,2010,33,1.8,3.6,50.9,0,0,0,0.9,1.5,62.5,1.8,3.6,50.9,1.281,0.51
Chucky Atkins,PG,det,2010,33,1.3,3.7,33.7,0.6,1.9,32.6,0.5,0.6,92.3,0.7,1.9,34.9,0.977,0.42
Kwame Brown,C,det,2010,33,1.2,2.3,49.2,0,0,0,0.6,1.8,34,1.2,2.3,49.2,1.246,0.49
DaJuan Summers,SF,det,2010,33,0.9,2.9,29.8,0.2,0.8,18.8,0.3,0.5,50,0.7,2.1,34.1,0.737,0.32
Richard Hamilton,SG,det,2010,34,6.7,15.1,44.3,1.1,3.1,35.3,3.6,4.6,77.5,5.6,12,46.6,1.196,0.48
Rodney Stuckey,PG,det,2010,34,6.5,16.3,40.2,0.2,1.1,19.5,3.6,4.5,80.7,6.3,15.1,41.7,1.039,0.41
Ben Gordon,SG,det,2010,34,4.9,11.6,42.6,1.4,4,35.3,3.1,3.6,85.8,3.5,7.6,46.4,1.243,0.49
Tayshaun Prince,SF,det,2010,34,6.1,12.7,48,0.5,1.6,30,1.6,2.2,74.1,5.6,11.1,50.5,1.123,0.5
Charlie Villanueva,PF,det,2010,34,4.5,10,45,1.4,3.3,41.5,1.1,1.4,80,3.1,6.7,46.7,1.151,0.52
Will Bynum,PG,det,2010,34,3.5,7.7,46.1,0.2,0.8,25,1.9,2.5,79.1,3.3,6.9,48.5,1.201,0.47
Jonas Jerebko,F,det,2010,34,3.3,7,46.8,0.4,1.3,29.4,1.2,1.9,66.2,2.9,5.7,50.7,1.164,0.49
Jason Maxiell,PF,det,2010,34,3.1,6,51.5,0,0,0,1.2,2.1,58,3.1,6,51.8,1.236,0.52
Ben Wallace,PF,det,2010,34,2.2,4,55.5,0,0.1,0,0.7,1.9,37.9,2.2,4,56.3,1.292,0.55
Chucky Atkins,PG,det,2010,34,1.6,4.2,39.4,0.5,1.8,26.7,0.8,0.8,92.9,1.2,2.4,48.8,1.085,0.45
Austin Daye,SF,det,2010,34,1.7,3.8,45,0.4,1.3,28.9,0.7,0.9,80,1.3,2.5,53.6,1.186,0.5
Chris Wilcox,PF,det,2010,34,1.9,3.5,54,0,0,0,0.6,1.6,39.3,1.9,3.5,54,1.254,0.54
DaJuan Summers,SF,det,2010,34,1.2,3,39.7,0.5,1.1,46.2,0.9,1.2,78.6,0.7,2,36.2,1.26,0.48
Kwame Brown,C,det,2010,34,1.5,2.9,50.8,0,0,0,0.8,2.3,33.3,1.5,2.8,51.6,1.286,0.51
Richard Hamilton,SG,det,2011,33,5.8,12.3,46.9,1.3,2.7,50,3.9,4.3,89.4,4.4,9.6,46.1,1.364,0.52
Rodney Stuckey,PG,det,2011,33,5.5,12.2,45.4,0.1,0.8,17.9,4.6,5.3,87,5.4,11.4,47.3,1.301,0.46
Tayshaun Prince,SF,det,2011,33,6.7,13.4,49.6,0.4,1.2,30.4,1.8,2.4,73.4,6.3,12.3,51.5,1.151,0.51
Charlie Villanueva,PF,det,2011,33,4.3,9.5,45.3,1.8,4.6,40.1,1.1,1.4,75,2.5,5,50,1.208,0.55
Ben Gordon,SG,det,2011,33,4.2,9.5,44.2,1.1,3,38.5,1.7,2,86.4,3.1,6.6,46.8,1.184,0.5
Greg Monroe,C,det,2011,33,3.9,7,55.9,0,0,0,1.7,2.7,64.5,3.9,7,55.9,1.363,0.56
Will Bynum,PG,det,2011,33,3.4,6.9,48.6,0.2,0.7,33.3,1.9,2.2,86.2,3.1,6.2,50.3,1.274,0.5
Tracy McGrady,SG,det,2011,33,3,6.8,44.4,0.5,1.1,46.2,1.4,1.9,76.2,2.5,5.7,44,1.172,0.48
Austin Daye,SF,det,2011,33,2.8,6.6,42.7,1.1,2.6,41.9,1.3,1.6,77.6,1.8,4.1,43.2,1.205,0.51
Chris Wilcox,PF,det,2011,33,3.3,5.5,59.7,0,0,0,1,1.8,54,3.3,5.5,60.1,1.37,0.6
Jason Maxiell,PF,det,2011,33,1.5,2.8,52.7,0,0,0,1.1,1.9,56,1.5,2.8,52.7,1.432,0.53
Ben Wallace,PF,det,2011,33,1.3,3.1,42.7,0,0.1,50,0.3,0.9,38.5,1.3,3,42.5,0.978,0.43
DaJuan Summers,SF,det,2011,33,1.1,2.5,44,0.3,0.6,50,0.1,0.6,16.7,0.8,1.9,42.1,1.04,0.5
Rodney Stuckey,PG,det,2011,34,4.8,11.4,42.2,0.6,1.8,33.9,4.8,5.6,86.2,4.2,9.6,43.7,1.316,0.45
Tayshaun Prince,SF,det,2011,34,5.5,12.2,44.7,0.5,1.3,38.5,1.3,1.9,66.2,4.9,10.9,45.4,1.038,0.47
Richard Hamilton,SG,det,2011,34,4.8,12.2,39.8,0.7,2.6,28.7,1.7,2.2,77.9,4.1,9.6,42.8,0.997,0.43
Ben Gordon,SG,det,2011,34,4,9.2,43.8,1.5,3.5,41.7,1.6,1.9,83.5,2.6,5.7,45.1,1.208,0.52
Charlie Villanueva,PF,det,2011,34,3.9,9.1,43,1.4,3.9,36.9,1.3,1.7,78.3,2.5,5.2,47.6,1.162,0.51
Greg Monroe,C,det,2011,34,3.7,6.7,54.3,0,0,0,1.9,3.2,60.3,3.7,6.7,54.5,1.368,0.54
Tracy McGrady,SG,det,2011,34,3.3,7.4,44,0.3,1.3,24.5,1.1,1.7,63.6,2.9,6.1,48.1,1.071,0.46
Chris Wilcox,PF,det,2011,34,3.3,5.8,56.5,0,0,0,0.8,1.3,59,3.3,5.8,56.5,1.268,0.57
Will Bynum,PG,det,2011,34,2.6,6.4,40.9,0.3,0.9,31,1.5,1.8,80.7,2.3,5.5,42.6,1.096,0.43
Austin Daye,SF,det,2011,34,2.5,6.4,39.2,0.8,2.2,38,1,1.4,74,1.7,4.3,39.9,1.073,0.46
Jason Maxiell,PF,det,2011,34,1.7,3.7,47,0,0,0,0.7,1.6,46.9,1.7,3.7,47,1.139,0.47
DaJuan Summers,SF,det,2011,34,1.4,3.7,38.6,0.5,1.3,40,0.7,1.2,57.1,0.9,2.4,37.9,1.091,0.45
Ben Wallace,PF,det,2011,34,1.2,2.4,48.3,0,0,0,0.4,1.2,29,1.2,2.4,48.3,1.117,0.48
Rodney Stuckey,PG,det,2012,33,5.1,11,46.6,0.5,1.4,35.1,5.7,6.9,82.8,4.7,9.7,48.3,1.493,0.49
Greg Monroe,C,det,2012,33,5.8,11.3,51.2,0,0,0,2.8,3.9,72.3,5.8,11.3,51.3,1.276,0.51
Brandon Knight,PG,det,2012,33,4.9,11.7,42.1,1.7,4.2,41.6,1.9,2.3,82.7,3.2,7.5,42.3,1.151,0.49
Ben Gordon,SG,det,2012,33,4.8,10.9,44.2,1.2,3,39.5,2.2,2.6,84.3,3.6,7.9,46,1.194,0.5
Tayshaun Prince,SF,det,2012,33,5,11.7,42.9,0.5,1.5,34.8,1.4,1.7,79.6,4.5,10.3,44,1.019,0.45
Jonas Jerebko,F,det,2012,33,3.7,7.5,49,0.7,2.1,32.8,1.3,1.7,74.5,3,5.4,55.2,1.243,0.54
Jason Maxiell,PF,det,2012,33,3.1,6.2,49.3,0,0,0,0.9,1.8,50.8,3.1,6.2,49.3,1.132,0.49
Will Bynum,PG,det,2012,33,2.3,5.5,42.4,0.2,0.9,23.5,1.6,2.2,71.8,2.1,4.6,46.3,1.172,0.44
Charlie Villanueva,PF,det,2012,33,2.4,6.3,38,1,3.3,30.8,0.1,0.3,50,1.4,3,45.8,0.94,0.46
Austin Daye,SF,det,2012,33,1.6,4.9,33,0.3,1.5,20.7,1.2,1.3,91.7,1.3,3.4,38.5,0.957,0.36
Damien Wilkins,SG,det,2012,33,1.5,3.5,41.9,0.1,0.5,25,0.4,0.7,65,1.3,3,44.9,1,0.44
Ben Wallace,PF,det,2012,33,0.6,1.6,39.2,0,0.1,25,0.4,1,37.5,0.6,1.5,40.4,1.039,0.4
Walker Russell Jr.,PG,det,2012,33,0.7,2.5,29.7,0,0.2,0,0.2,0.4,50,0.7,2.3,32.4,0.676,0.3
Vernon Macklin,PF,det,2012,33,0.5,0.7,62.5,0,0,0,0.5,0.9,60,0.5,0.7,62.5,2,0.63
Greg Monroe,C,det,2012,34,6.5,12.4,52.9,0,0,0,3.2,4.3,75.4,6.5,12.4,52.9,1.321,0.53
Tayshaun Prince,SF,det,2012,34,5.6,13.6,41.5,0.7,1.8,36.2,1.4,1.9,75.4,5,11.8,42.3,0.984,0.44
Rodney Stuckey,PG,det,2012,34,4.2,10.7,39.1,0.7,2.4,29.9,4,4.8,84.3,3.5,8.3,41.8,1.227,0.42
Brandon Knight,PG,det,2012,34,4.8,11.6,40.9,1.5,4.2,34.5,1.3,1.9,67.7,3.3,7.4,44.5,1.052,0.47
Ben Gordon,SG,det,2012,34,4.2,9.4,44.1,1.2,2.6,47,2.3,2.6,87.9,2.9,6.8,42.9,1.258,0.51
Charlie Villanueva,PF,det,2012,34,3.2,8.2,39,1.4,3.8,36.8,1,1,100,1.8,4.4,40.9,1.073,0.48
Jonas Jerebko,F,det,2012,34,3,6.7,44.4,0.3,1.2,25.6,1.8,2.2,85.5,2.7,5.5,48.6,1.21,0.47
Jason Maxiell,PF,det,2012,34,2.6,5.6,46.1,0,0.1,0,0.9,1.5,59.6,2.6,5.5,46.6,1.079,0.46
Will Bynum,PG,det,2012,34,1.8,5.3,33.7,0.2,0.7,25,1.2,1.4,84,1.6,4.6,34.9,0.926,0.35
Austin Daye,SF,det,2012,34,1.9,6,31.6,0.3,1.5,21.2,0.6,0.9,68.4,1.6,4.5,35,0.782,0.34
Walker Russell Jr.,PG,det,2012,34,1.7,4.5,37.9,0.3,0.8,40,0.8,1.2,68.8,1.4,3.7,37.5,1.017,0.41
Damien Wilkins,SG,det,2012,34,1.1,2.9,36.4,0.1,0.2,42.9,0.7,1.1,61.8,1,2.7,35.8,1,0.38
Vernon Macklin,PF,det,2012,34,1.2,2.3,51.9,0,0,0,0.2,0.3,50,1.2,2.3,51.9,1.111,0.52
Ben Wallace,PF,det,2012,34,0.5,1.1,40,0,0,0,0.1,0.5,26.7,0.5,1.1,40,0.914,0.4
Greg Monroe,C,det,2013,33,6,11.9,49.9,0,0.1,0,3.2,4.8,66.7,6,11.9,50.1,1.266,0.5
Brandon Knight,PG,det,2013,33,4.8,11.9,40.8,1.6,4.6,34.5,2.3,3.3,71.8,3.3,7.3,44.8,1.146,0.47
Tayshaun Prince,SF,det,2013,33,4.9,10.5,46.8,0.5,1.3,40,2,2.4,81,4.4,9.3,47.7,1.171,0.49
Rodney Stuckey,PG,det,2013,33,3.4,8.4,41,0.7,1.9,34.7,3,3.7,82.4,2.8,6.4,42.9,1.261,0.45
Jose Calderon,G,det,2013,33,4,8.7,46.2,1.8,3.8,46.7,0.5,0.5,100,2.3,4.9,45.8,1.183,0.56
Kyle Singler,F,det,2013,33,3.9,8.7,44.4,1,2.9,36.8,1.1,1.4,77.6,2.8,5.9,48.1,1.134,0.5
Will Bynum,PG,det,2013,33,3.9,8.4,47,0.4,1.2,30,1.3,1.6,78.6,3.6,7.2,49.8,1.137,0.49
Andre Drummond,C,det,2013,33,3.9,6.2,62.7,0,0,0,0.9,2.5,35.4,3.9,6.2,62.7,1.399,0.63
Jonas Jerebko,F,det,2013,33,3.2,6.5,50,0.6,1.6,35.3,0.9,1.1,79.2,2.7,4.9,54.9,1.228,0.54
Charlie Villanueva,PF,det,2013,33,2.7,6.7,41,1.5,3.9,39.1,0.4,0.7,50,1.2,2.8,43.6,1.101,0.52
Jason Maxiell,PF,det,2013,33,2.9,6.6,44.2,0,0,0,1.4,2.2,64.7,2.9,6.6,44.2,1.104,0.44
Khris Middleton,SF,det,2013,33,2.8,6.3,45.3,0.6,1.9,30.4,0.6,0.8,77.8,2.3,4.3,51.9,1.093,0.5
Corey Maggette,SF,det,2013,33,1.9,4.8,39.6,0.3,1.1,27.3,1.9,2.7,70.4,1.6,3.7,43.2,1.25,0.43
Austin Daye,SF,det,2013,33,1.9,4.1,45.6,0.6,1.4,45,0.5,0.7,70,1.2,2.6,45.9,1.193,0.54
Kim English,SG,det,2013,33,1.1,2.6,42.6,0.3,1.2,28.6,0.7,0.9,76.5,0.8,1.4,53.8,1.255,0.49
Slava Kravtsov,C,det,2013,33,1,1.6,63.6,0,0,0,0.5,0.9,53.8,1,1.6,63.6,1.591,0.64
Greg Monroe,C,det,2013,34,6.7,14.2,47.5,0,0,0,3.5,4.9,71,6.7,14.1,47.7,1.194,0.48
Brandon Knight,PG,det,2013,34,4.7,11.5,40.5,1.6,4.1,39.2,2.1,2.7,75.2,3.1,7.4,41.2,1.129,0.48
Jose Calderon,G,det,2013,34,4.8,8.3,57.9,1.9,3.3,56.6,1.2,1.4,86.4,2.9,5,58.7,1.526,0.69
Rodney Stuckey,PG,det,2013,34,4.5,11.2,40.4,0.8,2.8,27.3,2.6,3.5,74.3,3.8,8.4,44.8,1.107,0.44
Tayshaun Prince,SF,det,2013,34,4.6,11,41.8,0.5,1.1,47.8,1.3,1.7,77.1,4.1,10,41.1,1,0.44
Will Bynum,PG,det,2013,34,3.8,8.2,46.7,0.4,1.2,33.3,2,2.4,82.7,3.5,7.1,48.9,1.224,0.49
Kyle Singler,F,det,2013,34,2.8,6.9,40.8,0.7,2,32.5,1.3,1.6,83.3,2.2,4.9,44.3,1.106,0.46
Jonas Jerebko,F,det,2013,34,2.6,6.4,41.1,0.5,1.8,26.5,1.8,2.3,76.6,2.2,4.7,46.6,1.167,0.45
Andre Drummond,C,det,2013,34,3,5.1,58.4,0,0.1,50,1.1,2.8,38.8,3,5.1,58.5,1.383,0.59
Jason Maxiell,PF,det,2013,34,2.7,6.1,45.1,0,0,0,1,1.8,58.3,2.7,6.1,45.1,1.073,0.45
Charlie Villanueva,PF,det,2013,34,2.3,6.8,34.6,1.1,3.6,30.2,0.4,0.7,60,1.3,3.2,39.6,0.916,0.43
Khris Middleton,SF,det,2013,34,1.9,4.4,42.4,0.5,1.5,31.8,1.3,1.5,87,1.4,2.9,47.7,1.258,0.48
Austin Daye,SF,det,2013,34,1.7,4,42.5,1.2,2,60,0.8,0.8,100,0.5,2,25,1.35,0.58
Corey Maggette,SF,det,2013,34,1,3.5,28.6,0.3,1.3,20,2.1,2.6,81,0.8,2.3,33.3,1.25,0.32
Slava Kravtsov,C,det,2013,34,1.7,2.2,79.2,0,0,0,0.4,2.2,16.7,1.7,2.2,79.2,1.75,0.79
Kim English,SG,det,2013,34,1,2.8,33.8,0.3,1.3,27.6,0.3,0.5,66.7,0.6,1.6,38.9,0.923,0.4
Josh Smith,PF,det,2014,33,7.2,16.1,44.7,0.8,3.2,26.2,1.8,3.6,51.4,6.4,13,49.2,1.059,0.47
Greg Monroe,C,det,2014,33,6,11.8,51.2,0,0,0,3.3,4.7,70.6,6,11.8,51.2,1.308,0.51
Brandon Jennings,G,det,2014,33,5.1,14.1,35.8,1.8,5.8,31.5,2.7,3.7,74.2,3.2,8.3,38.9,1.039,0.42
Rodney Stuckey,PG,det,2014,33,5.1,11.7,43.8,0.3,1,25.7,3.6,4.5,79.6,4.9,10.7,45.5,1.203,0.45
Andre Drummond,C,det,2014,33,6,9.4,64,0,0,0,1.8,4.2,43.1,6,9.4,64.3,1.474,0.64
Kyle Singler,F,det,2014,33,3.5,7.7,45.2,1.2,3.1,38.8,2.2,2.8,80.5,2.2,4.5,49.7,1.354,0.53
Will Bynum,PG,det,2014,33,3.1,7.5,41.5,0.3,1.2,22.9,1.7,2.1,83.3,2.8,6.3,45.1,1.097,0.43
Kentavious Caldwell-Pope,SG,det,2014,33,2.1,5.1,41,0.7,2.2,32.6,0.4,0.6,73.9,1.4,2.9,47.4,1.044,0.48
Charlie Villanueva,PF,det,2014,33,1.9,4.4,43.8,0.8,2.7,30,0.3,0.5,60,1.1,1.6,66.7,1.125,0.53
Chauncey Billups,PG,det,2014,33,1.5,4.5,32.7,0.7,2.6,27.6,0.7,0.7,100,0.7,1.8,40,0.98,0.41
Jonas Jerebko,F,det,2014,33,1.3,3,43.5,0.3,0.8,32,0.4,0.6,72.2,1,2.2,47.8,1.098,0.48
Josh Harrellson,C,det,2014,33,1.1,2.4,43.9,0.4,0.8,42.9,0.1,0.2,50,0.7,1.6,44.4,1.073,0.51
Luigi Datome,SF,det,2014,33,0.7,2.8,25.5,0.1,1.1,11.1,0.2,0.4,66.7,0.6,1.7,34.5,0.638,0.28
Peyton Siva,PG,det,2014,33,0.4,2.1,19,0,0.8,0,0.8,1.1,72.7,0.4,1.3,30.8,0.762,0.19
Tony Mitchell,PF,det,2014,33,0.3,0.5,60,0.1,0.1,100,0.7,1.3,53.8,0.2,0.4,50,2.8,0.7
Brandon Jennings,G,det,2014,34,5.5,14.3,38.7,2,5.6,36,3.3,4.4,75.9,3.5,8.7,40.5,1.147,0.46
Josh Smith,PF,det,2014,34,6.2,15.9,38.9,1,3.8,26.6,2.4,4.3,54.7,5.2,12.2,42.7,0.988,0.42
Greg Monroe,C,det,2014,34,6.2,13,48.2,0,0,0,2.5,4.2,60.1,6.2,12.9,48.3,1.16,0.48
Rodney Stuckey,PG,det,2014,34,5.1,11.7,43.5,0.4,1.4,28.3,3.1,3.6,88.1,4.7,10.3,45.5,1.171,0.45
Andre Drummond,C,det,2014,34,5.8,9.6,60.6,0,0,0,1.6,3.9,40.3,5.8,9.6,60.6,1.373,0.61
Will Bynum,PG,det,2014,34,3.5,7.9,44.1,0.4,1,44.4,1.7,2.3,77,3,6.9,44.1,1.16,0.47
Kyle Singler,F,det,2014,34,3.1,7,44.1,1.1,2.9,37.6,1.5,1.7,85.9,2,4.2,48.5,1.247,0.52
Kentavious Caldwell-Pope,SG,det,2014,34,2.5,6.4,38.4,0.8,2.4,31.3,0.8,1,78.9,1.7,4,42.8,1.004,0.44
Jonas Jerebko,F,det,2014,34,1.8,3.5,50,0.7,1.5,46.9,0.9,1.2,73.2,1.1,2,52.2,1.457,0.6
Charlie Villanueva,PF,det,2014,34,1.6,4.9,31.8,0.6,2.9,19.2,0.6,1,55.6,1,2,50,0.864,0.38
Josh Harrellson,C,det,2014,34,1.3,2.7,48.8,0.4,1.1,35.3,0.2,0.2,100,0.9,1.6,58.3,1.195,0.56
Luigi Datome,SF,det,2014,34,1.3,2.9,44,0.3,1.2,23.8,0.2,0.2,100,1,1.7,58.6,1.06,0.49
Chauncey Billups,PG,det,2014,34,1,3.8,26.7,0.8,2.4,31.6,0.3,0.5,50,0.3,1.4,18.2,0.8,0.37
Peyton Siva,PG,det,2014,34,1,2.6,38.9,0.5,1.2,41.2,0.2,0.3,75,0.5,1.4,36.8,1.056,0.49
Tony Mitchell,PF,det,2014,34,0.2,0.6,28.6,0,0,0,0.4,0.5,66.7,0.2,0.6,28.6,1.143,0.29
Reggie Jackson,PG,det,2015,33,7.5,16.4,45.7,1.3,3.3,40,3.8,4.5,83.3,6.2,13.1,47.1,1.223,0.5
Brandon Jennings,G,det,2015,33,5.5,13.5,40.4,1.9,5.2,35.6,3.4,4.1,84,3.6,8.3,43.4,1.196,0.47
Kentavious Caldwell-Pope,SG,det,2015,33,5.7,12.8,44.5,2.4,6.1,39.4,1.8,2.6,67.3,3.3,6.7,49.1,1.216,0.54
Greg Monroe,C,det,2015,33,5.8,12,48.1,0,0,0,3.7,5.1,72.5,5.8,12,48.1,1.269,0.48
